SampleId;SEEDLE;ObjectId#;ProjArea;StraightLength;CurvedLength;StraightWidth;CurvedWidth;Curvature;VolCircle;VolEllipsoid;VolRectangle;VolConstPerim;SurfAreaCircle;SurfAreaEllipsoid;SurfAreaRectangle;SurfAreaConstPerim;SurfAreaPropPerim;WLRatio;HorizPosition;VertPosition;ProjPerimeter;ProjFormCoeff
48;SEEDLE;7;0.0587;0.3574;0.3697;0.2224;0.2219;0.0899;0.0082;0.0008;0.0010;0.0000;0.1866;0.1326;0.1307;0.0004;0.0594;0.6223;7.3971;5.3533;0.9814;0.7661
48.5;SEEDLE;1;0.0213;0.5572;0.5806;0.0545;0.0579;0.1149;0.0006;0.0001;0.0001;0.0000;0.0668;0.0475;0.0468;0.0006;0.0213;0.0977;3.8599;6.3685;1.2914;0.1601
48.5;SEEDLE;2;0.0459;0.5491;0.5528;0.1217;0.1192;0.0411;0.0034;0.0003;0.0004;0.0000;0.1437;0.1021;0.1006;0.0006;0.0457;0.2217;4.2737;4.9659;1.3121;0.3351
48.5;SEEDLE;3;0.0429;1.0010;1.0114;0.0954;0.0954;0.0444;0.0017;0.0002;0.0002;0.0000;0.1353;0.0962;0.0948;0.0010;0.0431;0.0953;5.0685;5.3135;2.2775;0.1039
48.5;SEEDLE;4;0.0166;0.2945;0.3088;0.0914;0.0749;0.0342;0.0008;0.0001;0.0001;0.0000;0.0525;0.0373;0.0367;0.0003;0.0167;0.3102;5.2687;4.3266;0.8246;0.3069
48.5;SEEDLE;5;0.0333;0.3431;0.3480;0.1321;0.1364;0.0394;0.0027;0.0003;0.0003;0.0000;0.1045;0.0742;0.0732;0.0003;0.0333;0.3851;5.8356;5.8480;0.8979;0.5186
48.5;SEEDLE;6;0.0218;0.3498;0.3537;0.0829;0.0823;0.0288;0.0011;0.0001;0.0001;0.0000;0.0685;0.0487;0.0480;0.0004;0.0218;0.2371;6.5465;4.8625;0.8224;0.4055
49;SEEDLE;1;0.0394;0.4100;0.4311;0.1388;0.1333;0.0443;0.0033;0.0003;0.0004;0.0000;0.1238;0.0880;0.0867;0.0004;0.0394;0.3386;6.1906;4.4775;1.0612;0.4394
49;SEEDLE;2;0.1120;1.0330;1.0536;0.3072;0.2854;0.0315;0.0130;0.0013;0.0017;0.0000;0.3456;0.2456;0.2420;0.0011;0.1100;0.2974;7.3763;6.3264;2.6603;0.1989
49;SEEDLE;3;0.0443;0.7106;0.9587;0.1198;0.0661;0.3947;0.0018;0.0002;0.0002;0.0000;0.1377;0.0979;0.0964;0.0010;0.0438;0.1686;7.2574;4.0409;2.1422;0.1213
49;SEEDLE;4;0.0262;0.3453;0.3517;0.0970;0.0934;0.0585;0.0016;0.0002;0.0002;0.0000;0.0823;0.0585;0.0576;0.0004;0.0262;0.2808;7.1458;5.5624;0.8464;0.4590
49;SEEDLE;5;0.0320;0.3341;0.3702;0.1703;0.1510;0.1490;0.0023;0.0002;0.0003;0.0000;0.0955;0.0678;0.0669;0.0004;0.0304;0.5099;8.6173;4.5208;1.4477;0.1916
49;SEEDLE;6;0.0337;0.3549;0.3890;0.1511;0.1396;0.1584;0.0024;0.0002;0.0003;0.0000;0.1052;0.0747;0.0736;0.0004;0.0335;0.4259;8.8973;3.0662;1.0235;0.4038
49.5;SEEDLE;1;0.0448;0.5876;0.5913;0.1081;0.1058;0.0414;0.0028;0.0003;0.0004;0.0000;0.1402;0.0997;0.0982;0.0006;0.0446;0.1840;4.8903;4.7622;1.3373;0.3146
49.5;SEEDLE;2;0.1533;0.7167;0.9483;0.3306;0.5744;0.1530;0.0308;0.0031;0.0039;0.0000;0.4980;0.3539;0.3487;0.0009;0.1585;0.4613;5.3720;3.9972;3.3394;0.1727
49.5;SEEDLE;3;0.0347;0.3718;0.3979;0.1502;0.1442;0.0501;0.0030;0.0003;0.0004;0.0000;0.1114;0.0792;0.0780;0.0004;0.0355;0.4041;6.1556;3.1060;0.9729;0.4602
49.5;SEEDLE;4;0.0161;0.4423;0.4471;0.0590;0.0590;0.0510;0.0005;0.0000;0.0001;0.0000;0.0507;0.0360;0.0355;0.0004;0.0161;0.1334;6.3101;4.3454;1.0364;0.1885
49.5;SEEDLE;5;0.0181;0.5119;0.5597;0.0529;0.0481;0.1344;0.0005;0.0000;0.0001;0.0000;0.0569;0.0404;0.0398;0.0006;0.0181;0.1033;7.3029;4.5156;1.2499;0.1454
49.5;SEEDLE;6;0.1293;1.1682;1.3909;0.2582;0.3779;0.2536;0.0124;0.0012;0.0016;0.0000;0.3799;0.2700;0.2660;0.0014;0.1209;0.2210;7.3678;3.4933;3.7256;0.1171
49.5;SEEDLE;7;0.0541;0.4087;0.4169;0.1855;0.1874;0.0156;0.0064;0.0006;0.0008;0.0000;0.1701;0.1209;0.1191;0.0004;0.0542;0.4538;8.1445;4.5212;1.0677;0.5963
50;SEEDLE;1;0.0717;0.7486;0.7547;0.1319;0.1293;0.0248;0.0053;0.0005;0.0007;0.0000;0.2165;0.1539;0.1516;0.0008;0.0689;0.1762;5.1297;4.9522;2.1040;0.2037
50.5;SEEDLE;1;0.0340;0.2785;0.4029;0.2509;0.2552;0.0461;0.0080;0.0008;0.0010;0.0000;0.1816;0.1291;0.1272;0.0004;0.0578;0.9010;5.6969;5.7342;0.9682;0.4561
50.5;SEEDLE;2;0.0404;0.6011;0.6306;0.1618;0.1358;0.0213;0.0026;0.0003;0.0003;0.0000;0.1332;0.0947;0.0933;0.0006;0.0424;0.2692;6.3156;7.0611;1.4836;0.2307
50.5;SEEDLE;3;0.0257;0.2436;0.2704;0.1459;0.1487;0.0746;0.0024;0.0002;0.0003;0.0000;0.0855;0.0607;0.0599;0.0003;0.0272;0.5991;6.8787;6.1861;0.7715;0.5416
51;SEEDLE;1;0.0192;1.1809;1.2067;0.0285;0.0274;0.0879;0.0002;0.0000;0.0000;0.0000;0.0598;0.0425;0.0419;0.0012;0.0190;0.0241;2.6216;5.4849;2.5662;0.0366
51;SEEDLE;2;0.0564;0.8749;0.8825;0.1390;0.1416;0.0073;0.0035;0.0003;0.0004;0.0000;0.1751;0.1244;0.1226;0.0009;0.0557;0.1589;4.7472;5.0338;2.0571;0.1676
51;SEEDLE;3;0.0175;0.4180;0.4191;0.0661;0.0695;0.0216;0.0006;0.0001;0.0001;0.0000;0.0548;0.0389;0.0384;0.0004;0.0174;0.1582;5.3763;4.1152;1.0118;0.2151
51;SEEDLE;4;0.0230;0.2293;0.2694;0.1546;0.1967;0.0442;0.0032;0.0003;0.0004;0.0000;0.0969;0.0689;0.0679;0.0003;0.0309;0.6744;5.8785;4.8579;0.6565;0.6704
51;SEEDLE;5;0.0198;0.3663;0.3807;0.0731;0.0780;0.0123;0.0009;0.0001;0.0001;0.0000;0.0624;0.0443;0.0437;0.0004;0.0199;0.1997;6.5445;3.9508;0.9555;0.2722
51.5;SEEDLE;1;0.0291;0.7016;0.7030;0.0574;0.0562;0.0193;0.0010;0.0001;0.0001;0.0000;0.0907;0.0645;0.0635;0.0007;0.0289;0.0819;5.2147;3.8283;1.6582;0.1330
51.5;SEEDLE;2;0.0739;1.0571;1.0654;0.0971;0.0981;0.0298;0.0041;0.0004;0.0005;0.0000;0.2295;0.1631;0.1607;0.0011;0.0730;0.0919;5.5483;4.5647;2.5904;0.1384
51.5;SEEDLE;3;0.0368;0.3492;0.3609;0.1644;0.1613;0.0533;0.0035;0.0003;0.0004;0.0000;0.1155;0.0821;0.0809;0.0004;0.0368;0.4708;6.1862;4.4300;0.9853;0.4768
52;SEEDLE;1;0.0233;0.2194;0.2496;0.1777;0.1892;0.1114;0.0030;0.0003;0.0004;0.0000;0.0852;0.0605;0.0596;0.0002;0.0271;0.8102;3.6510;5.3441;0.7064;0.5873
52;SEEDLE;2;0.0234;0.2139;0.2721;0.1642;0.2066;0.0212;0.0040;0.0004;0.0005;0.0000;0.1119;0.0795;0.0783;0.0003;0.0356;0.7677;4.3285;2.9705;0.6377;0.7246
52;SEEDLE;3;0.0770;0.7539;0.7727;0.1415;0.1399;0.0615;0.0067;0.0007;0.0009;0.0000;0.2431;0.1728;0.1703;0.0008;0.0774;0.1877;5.6910;4.4157;1.7985;0.2990
52;SEEDLE;4;0.0238;0.2682;0.2793;0.1031;0.1031;0.0985;0.0017;0.0002;0.0002;0.0000;0.0749;0.0532;0.0525;0.0003;0.0238;0.3843;5.9290;3.8185;0.7049;0.6006
52;SEEDLE;5;0.0326;0.4335;0.4602;0.1192;0.1758;0.1086;0.0016;0.0002;0.0002;0.0000;0.0849;0.0603;0.0595;0.0005;0.0270;0.2750;8.8153;6.8879;1.4105;0.2056
52.5;SEEDLE;1;0.0364;0.4500;0.4702;0.1396;0.1334;0.1111;0.0027;0.0003;0.0003;0.0000;0.1136;0.0807;0.0795;0.0005;0.0362;0.3103;4.6427;6.9814;1.1667;0.3361
52.5;SEEDLE;2;0.0308;0.3562;0.3936;0.1254;0.1125;0.1943;0.0020;0.0002;0.0003;0.0000;0.0954;0.0678;0.0668;0.0004;0.0304;0.3522;5.4098;4.8944;0.9813;0.4024
52.5;SEEDLE;3;0.0480;0.4075;0.4351;0.2030;0.2029;0.1112;0.0058;0.0006;0.0007;0.0000;0.1653;0.1175;0.1158;0.0004;0.0526;0.4981;5.6065;6.0916;1.1861;0.4291
52.5;SEEDLE;4;0.0216;0.3594;0.3631;0.0776;0.0793;0.0251;0.0011;0.0001;0.0001;0.0000;0.0679;0.0482;0.0475;0.0004;0.0216;0.2159;5.9627;5.5759;0.8417;0.3825
52.5;SEEDLE;5;0.0193;0.3874;0.4123;0.0752;0.0713;0.1592;0.0007;0.0001;0.0001;0.0000;0.0606;0.0431;0.0424;0.0004;0.0193;0.1941;6.1506;5.9462;0.9645;0.2603
52.5;SEEDLE;6;0.0679;0.6903;0.7102;0.1542;0.1668;0.0998;0.0056;0.0006;0.0007;0.0000;0.2137;0.1519;0.1497;0.0007;0.0680;0.2234;6.7255;4.0432;1.6749;0.3042
52.5;SEEDLE;7;0.0479;0.9614;0.9806;0.0790;0.0729;0.0877;0.0019;0.0002;0.0002;0.0000;0.1504;0.1068;0.1053;0.0010;0.0479;0.0822;6.9996;4.9685;2.2155;0.1227
52.5;SEEDLE;8;0.0232;0.4495;0.4531;0.0670;0.0656;0.0319;0.0010;0.0001;0.0001;0.0000;0.0726;0.0516;0.0508;0.0005;0.0231;0.1491;6.8300;6.4190;1.0431;0.2679
52.5;SEEDLE;9;0.0403;0.2930;0.3224;0.1928;0.2272;0.1088;0.0052;0.0005;0.0007;0.0000;0.1381;0.0982;0.0967;0.0003;0.0440;0.6583;7.9837;5.5212;0.9265;0.5905
53;SEEDLE;1;0.2314;1.2244;1.2366;0.2696;0.2746;0.0261;0.0386;0.0039;0.0049;0.0000;0.7133;0.5069;0.4995;0.0012;0.2270;0.2202;4.6940;4.3747;3.0366;0.3153
53;SEEDLE;2;0.0193;0.5378;0.5552;0.0548;0.0651;0.0237;0.0006;0.0001;0.0001;0.0000;0.0602;0.0428;0.0422;0.0006;0.0192;0.1020;4.6171;6.3212;1.2494;0.1556
53;SEEDLE;3;0.0241;0.4665;0.4697;0.0833;0.0877;0.0097;0.0011;0.0001;0.0001;0.0000;0.0748;0.0532;0.0524;0.0005;0.0238;0.1785;5.9393;6.6895;1.1064;0.2478
53;SEEDLE;4;0.0197;0.4161;0.4375;0.0736;0.0743;0.1156;0.0008;0.0001;0.0001;0.0000;0.0617;0.0439;0.0432;0.0004;0.0197;0.1770;6.1375;4.7845;1.0340;0.2310
53;SEEDLE;5;0.0182;0.2169;0.2290;0.1265;0.1300;0.1212;0.0014;0.0001;0.0002;0.0000;0.0585;0.0416;0.0410;0.0002;0.0186;0.5830;6.3778;5.6763;0.5763;0.6872
53.5;SEEDLE;1;0.0626;0.5078;0.5760;0.1953;0.2816;0.0266;0.0095;0.0010;0.0012;0.0000;0.2382;0.1693;0.1668;0.0006;0.0758;0.3847;4.7993;2.1860;1.4921;0.3532
53.5;SEEDLE;2;0.0275;0.3368;0.3378;0.1179;0.1168;0.0134;0.0019;0.0002;0.0002;0.0000;0.0859;0.0610;0.0601;0.0003;0.0273;0.3501;4.8159;4.6811;0.8237;0.5093
53.5;SEEDLE;3;0.0569;0.5938;0.6602;0.1642;0.1792;0.0649;0.0041;0.0004;0.0005;0.0000;0.1634;0.1161;0.1144;0.0007;0.0520;0.2765;5.6693;3.0357;2.6078;0.1052
53.5;SEEDLE;4;0.0426;0.3214;0.3335;0.1785;0.1728;0.0421;0.0048;0.0005;0.0006;0.0000;0.1354;0.0962;0.0948;0.0003;0.0431;0.5554;5.9658;5.2103;0.8930;0.6711
53.5;SEEDLE;5;0.1948;1.3811;1.3918;0.1705;0.1725;0.0263;0.0222;0.0022;0.0028;0.0000;0.6109;0.4341;0.4278;0.0014;0.1944;0.1235;6.4249;3.4900;3.1595;0.2452
53.5;SEEDLE;6;0.0171;0.3764;0.3873;0.0675;0.0673;0.0729;0.0006;0.0001;0.0001;0.0000;0.0534;0.0379;0.0374;0.0004;0.0170;0.1793;6.7622;4.6976;0.8887;0.2717
54;SEEDLE;1;0.0227;0.2275;0.2352;0.1375;0.1393;0.0443;0.0019;0.0002;0.0002;0.0000;0.0709;0.0504;0.0496;0.0002;0.0226;0.6047;4.3005;4.8868;0.7456;0.5128
54;SEEDLE;2;0.0206;0.4254;0.4296;0.0593;0.0593;0.0106;0.0008;0.0001;0.0001;0.0000;0.0646;0.0459;0.0452;0.0004;0.0206;0.1393;4.6811;3.9070;1.0384;0.2396
54;SEEDLE;3;0.1298;0.4650;0.5670;0.3883;0.4404;0.0684;0.0362;0.0036;0.0046;0.0000;0.4788;0.3402;0.3353;0.0006;0.1524;0.8351;5.3632;5.9601;2.3721;0.2898
54;SEEDLE;4;0.0247;0.3608;0.3773;0.1072;0.1131;0.0398;0.0014;0.0001;0.0002;0.0000;0.0761;0.0541;0.0533;0.0004;0.0242;0.2971;5.2992;4.2578;1.0503;0.2808
54;SEEDLE;5;0.0346;0.3268;0.3453;0.1636;0.1688;0.0138;0.0033;0.0003;0.0004;0.0000;0.1111;0.0790;0.0778;0.0003;0.0354;0.5005;5.6432;4.5961;0.9296;0.5038
54;SEEDLE;6;0.0531;0.7136;0.7158;0.1063;0.1037;0.0141;0.0032;0.0003;0.0004;0.0000;0.1665;0.1183;0.1166;0.0007;0.0530;0.1490;6.0506;3.6597;1.6398;0.2479
54;SEEDLE;7;0.0245;0.3020;0.3141;0.1144;0.1120;0.0748;0.0017;0.0002;0.0002;0.0000;0.0773;0.0549;0.0541;0.0003;0.0246;0.3788;6.7641;5.4495;0.7501;0.5465
54;SEEDLE;8;0.0198;0.2403;0.2505;0.1137;0.1144;0.0188;0.0013;0.0001;0.0002;0.0000;0.0629;0.0447;0.0441;0.0003;0.0200;0.4731;6.8860;6.7087;0.6398;0.6066
54;SEEDLE;9;0.0234;0.4092;0.4146;0.0718;0.0733;0.0454;0.0011;0.0001;0.0001;0.0000;0.0728;0.0517;0.0510;0.0004;0.0232;0.1755;8.2870;5.5540;0.9491;0.3259
54.5;SEEDLE;1;0.0312;0.2493;0.2693;0.1809;0.1982;0.1491;0.0037;0.0004;0.0005;0.0000;0.1042;0.0740;0.0729;0.0003;0.0332;0.7257;4.5227;4.6969;0.7636;0.6721
54.5;SEEDLE;2;0.1481;0.6930;0.7103;0.3212;0.3263;0.0554;0.0286;0.0029;0.0036;0.0000;0.4701;0.3340;0.3292;0.0007;0.1496;0.4635;4.7378;5.2444;1.8068;0.5702
54.5;SEEDLE;3;0.1058;1.1286;1.1386;0.1252;0.1251;0.0569;0.0079;0.0008;0.0010;0.0000;0.3315;0.2356;0.2322;0.0011;0.1055;0.1110;5.4289;3.0807;2.5391;0.2061
54.5;SEEDLE;4;0.0253;0.2720;0.2756;0.1150;0.1134;0.0167;0.0019;0.0002;0.0002;0.0000;0.0793;0.0564;0.0555;0.0003;0.0252;0.4230;6.1918;4.7902;0.6918;0.6640
54.5;SEEDLE;5;0.0224;0.5220;0.5307;0.0862;0.0819;0.0504;0.0008;0.0001;0.0001;0.0000;0.0687;0.0488;0.0481;0.0005;0.0219;0.1651;6.8508;4.0186;1.2171;0.1900
54.5;SEEDLE;6;0.0321;0.3109;0.3146;0.1566;0.1506;0.0145;0.0028;0.0003;0.0004;0.0000;0.1010;0.0718;0.0707;0.0003;0.0322;0.5038;7.1157;5.4228;0.7863;0.6521
54.5;SEEDLE;7;0.0649;0.3911;0.4297;0.2243;0.2329;0.0258;0.0105;0.0010;0.0013;0.0000;0.2224;0.1580;0.1557;0.0004;0.0708;0.5734;7.4738;3.0978;1.1741;0.5913
54.5;SEEDLE;8;0.0390;0.4493;0.4549;0.1311;0.1367;0.0100;0.0030;0.0003;0.0004;0.0000;0.1220;0.0867;0.0854;0.0005;0.0388;0.2919;7.7106;4.8560;1.1199;0.3906
55;SEEDLE;1;0.2973;1.4106;1.4199;0.3307;0.3288;0.0364;0.0542;0.0054;0.0069;0.0000;0.9163;0.6511;0.6416;0.0014;0.2917;0.2344;4.9331;4.8788;3.8906;0.2468
55;SEEDLE;2;0.0406;0.4249;0.4360;0.1592;0.1514;0.0107;0.0032;0.0003;0.0004;0.0000;0.1290;0.0916;0.0903;0.0004;0.0411;0.3745;6.8698;5.0714;1.0870;0.4316
55;SEEDLE;3;0.0222;0.3956;0.4063;0.0842;0.0877;0.0115;0.0011;0.0001;0.0001;0.0000;0.0704;0.0500;0.0493;0.0004;0.0224;0.2128;7.2724;5.8714;0.9359;0.3181
55;SEEDLE;4;0.0164;0.2309;0.2734;0.1185;0.1196;0.2537;0.0010;0.0001;0.0001;0.0000;0.0542;0.0385;0.0380;0.0003;0.0173;0.5134;7.3610;4.5680;0.6428;0.5000
55;SEEDLE;5;0.0262;0.2056;0.2218;0.1610;0.1725;0.0219;0.0030;0.0003;0.0004;0.0000;0.0893;0.0634;0.0625;0.0002;0.0284;0.7831;7.9591;5.4433;0.6320;0.8246
55.5;SEEDLE;1;0.1744;0.8372;0.8744;0.2886;0.2978;0.1064;0.0310;0.0031;0.0039;0.0000;0.5539;0.3936;0.3879;0.0009;0.1763;0.3447;2.9240;5.6741;2.3972;0.3814
55.5;SEEDLE;2;0.0206;0.5550;0.5588;0.0638;0.0638;0.0182;0.0007;0.0001;0.0001;0.0000;0.0652;0.0463;0.0456;0.0006;0.0207;0.1150;3.8959;4.6194;1.2604;0.1633
55.5;SEEDLE;3;0.0527;0.7332;0.7342;0.0948;0.0971;0.0184;0.0031;0.0003;0.0004;0.0000;0.1649;0.1172;0.1154;0.0007;0.0525;0.1294;4.0775;6.1821;1.6739;0.2362
55.5;SEEDLE;4;0.0221;0.5521;0.5555;0.0605;0.0545;0.0411;0.0007;0.0001;0.0001;0.0000;0.0686;0.0487;0.0480;0.0006;0.0218;0.1097;4.0611;5.4045;1.2544;0.1761
55.5;SEEDLE;5;0.1781;0.5841;0.6460;0.4768;0.5075;0.0156;0.0685;0.0068;0.0087;0.0000;0.6817;0.4845;0.4774;0.0006;0.2170;0.8163;4.3540;6.9749;2.0986;0.5082
55.5;SEEDLE;6;0.0476;0.6980;0.7132;0.0905;0.0867;0.0654;0.0026;0.0003;0.0003;0.0000;0.1487;0.1056;0.1041;0.0007;0.0473;0.1297;4.7999;4.7320;1.5561;0.2473
55.5;SEEDLE;7;0.0707;0.9985;1.0052;0.1272;0.1232;0.0346;0.0041;0.0004;0.0005;0.0000;0.2215;0.1574;0.1551;0.0010;0.0705;0.1274;5.4920;6.3183;2.2455;0.1761
55.5;SEEDLE;8;0.1180;0.8641;0.8748;0.1805;0.1781;0.0052;0.0129;0.0013;0.0016;0.0000;0.3672;0.2610;0.2572;0.0009;0.1169;0.2088;5.6126;4.7676;2.1192;0.3302
55.5;SEEDLE;9;0.0363;0.5824;0.5838;0.0695;0.0705;0.0232;0.0018;0.0002;0.0002;0.0000;0.1134;0.0806;0.0794;0.0006;0.0361;0.1194;6.2497;6.3340;1.3226;0.2609
55.5;SEEDLE;10;0.0581;0.4768;0.5755;0.2446;0.2845;0.1317;0.0077;0.0008;0.0010;0.0000;0.1961;0.1394;0.1373;0.0006;0.0624;0.5131;6.2680;5.7447;2.1249;0.1616
55.5;SEEDLE;11;0.0214;0.3797;0.3856;0.0689;0.0689;0.0338;0.0010;0.0001;0.0001;0.0000;0.0669;0.0476;0.0469;0.0004;0.0213;0.1815;6.4193;6.9533;0.8668;0.3572
55.5;SEEDLE;12;0.1904;0.8722;0.9098;0.2634;0.2663;0.0852;0.0332;0.0033;0.0042;0.0000;0.5986;0.4254;0.4192;0.0009;0.1905;0.3020;6.9812;5.0413;2.1705;0.5078
55.5;SEEDLE;13;0.0262;0.3294;0.3366;0.1020;0.1152;0.0194;0.0018;0.0002;0.0002;0.0000;0.0841;0.0597;0.0589;0.0003;0.0268;0.3097;7.2373;6.8666;0.8197;0.4909
56;SEEDLE;1;0.0251;0.6337;0.6667;0.0737;0.0643;0.0257;0.0007;0.0001;0.0001;0.0000;0.0731;0.0520;0.0512;0.0007;0.0233;0.1163;4.5055;4.0864;1.5576;0.1298
56;SEEDLE;2;0.0395;0.4552;0.4608;0.1140;0.1131;0.0100;0.0028;0.0003;0.0004;0.0000;0.1238;0.0880;0.0867;0.0005;0.0394;0.2505;4.6568;3.3302;1.1577;0.3703
56;SEEDLE;3;0.0275;0.3473;0.3559;0.1224;0.1246;0.0000;0.0018;0.0002;0.0002;0.0000;0.0852;0.0606;0.0597;0.0004;0.0271;0.3524;4.7127;4.7238;0.9757;0.3627
56;SEEDLE;4;0.0246;0.8355;0.8383;0.0507;0.0490;0.0229;0.0006;0.0001;0.0001;0.0000;0.0776;0.0551;0.0543;0.0008;0.0247;0.0607;5.0246;2.8704;1.8767;0.0877
56;SEEDLE;5;0.0631;0.4933;0.5016;0.1614;0.1551;0.0204;0.0066;0.0007;0.0008;0.0000;0.1970;0.1400;0.1380;0.0005;0.0627;0.3271;5.3853;3.3776;1.1984;0.5522
56;SEEDLE;6;0.0529;0.5191;0.5380;0.1441;0.1704;0.0194;0.0045;0.0005;0.0006;0.0000;0.1615;0.1147;0.1131;0.0005;0.0514;0.2776;5.5261;4.2386;1.5501;0.2765
56.5;SEEDLE;1;0.0359;0.5709;0.5747;0.0752;0.0728;0.0112;0.0018;0.0002;0.0002;0.0000;0.1126;0.0800;0.0788;0.0006;0.0358;0.1317;4.7407;4.7093;1.2940;0.2691
56.5;SEEDLE;2;0.1227;0.6922;0.7499;0.2727;0.3326;0.0938;0.0153;0.0015;0.0019;0.0000;0.3607;0.2563;0.2526;0.0007;0.1148;0.3940;5.4984;4.4490;2.7345;0.2063
56.5;SEEDLE;3;0.0421;0.6911;0.6936;0.1057;0.1024;0.0278;0.0022;0.0002;0.0003;0.0000;0.1329;0.0945;0.0931;0.0007;0.0423;0.1529;6.4110;5.1961;1.5633;0.2167
56.5;SEEDLE;4;0.0379;0.3398;0.3707;0.1681;0.1675;0.0754;0.0038;0.0004;0.0005;0.0000;0.1244;0.0884;0.0871;0.0004;0.0396;0.4947;6.4631;6.2333;0.9183;0.5648
56.5;SEEDLE;5;0.0649;0.3623;0.4341;0.2736;0.2816;0.0278;0.0152;0.0015;0.0019;0.0000;0.2695;0.1915;0.1887;0.0004;0.0858;0.7550;6.6033;7.1366;1.2750;0.5021
56.5;SEEDLE;6;0.0403;0.7856;0.8245;0.0706;0.0678;0.1343;0.0016;0.0002;0.0002;0.0000;0.1264;0.0898;0.0885;0.0008;0.0402;0.0899;7.3639;5.7116;1.8382;0.1499
56.5;SEEDLE;7;0.0793;0.9310;0.9350;0.1127;0.1130;0.0249;0.0055;0.0005;0.0007;0.0000;0.2488;0.1768;0.1742;0.0009;0.0792;0.1210;7.6929;4.1183;2.1019;0.2257
56.5;SEEDLE;8;0.1094;0.4542;0.5201;0.4304;0.3737;0.1323;0.0244;0.0024;0.0031;0.0000;0.3588;0.2550;0.2513;0.0005;0.1142;0.9476;8.4546;6.0320;2.1245;0.3046
56.5;SEEDLE;9;0.1366;1.2719;1.2741;0.1415;0.1415;0.0182;0.0119;0.0012;0.0015;0.0000;0.4157;0.2954;0.2911;0.0013;0.1323;0.1112;8.4049;4.2463;3.3819;0.1501
57;SEEDLE;1;0.0239;0.5516;0.5799;0.0643;0.0591;0.1336;0.0008;0.0001;0.0001;0.0000;0.0744;0.0529;0.0521;0.0006;0.0237;0.1165;4.9623;6.4640;1.2879;0.1807
57;SEEDLE;2;0.0274;0.6878;0.7196;0.0904;0.0645;0.1358;0.0009;0.0001;0.0001;0.0000;0.0853;0.0606;0.0597;0.0007;0.0272;0.1314;5.4578;5.2240;1.7070;0.1180
57;SEEDLE;3;0.1144;0.7284;0.7345;0.2008;0.2013;0.0247;0.0149;0.0015;0.0019;0.0000;0.3572;0.2539;0.2502;0.0007;0.1137;0.2757;6.1155;5.5668;1.8045;0.4413
57;SEEDLE;4;0.0496;0.3528;0.3922;0.2374;0.2502;0.0181;0.0080;0.0008;0.0010;0.0000;0.1794;0.1275;0.1256;0.0004;0.0571;0.6730;6.1507;6.7487;1.0175;0.6025
57;SEEDLE;5;0.0216;0.2563;0.2594;0.1203;0.1228;0.0176;0.0017;0.0002;0.0002;0.0000;0.0691;0.0491;0.0484;0.0003;0.0220;0.4694;6.4248;4.9483;0.6534;0.6370
57;SEEDLE;6;0.0257;0.6650;0.6657;0.0531;0.0548;0.0203;0.0008;0.0001;0.0001;0.0000;0.0799;0.0568;0.0560;0.0007;0.0254;0.0799;7.2671;6.7395;1.4676;0.1499
57;SEEDLE;7;0.0246;0.3035;0.3100;0.1214;0.1092;0.0806;0.0016;0.0002;0.0002;0.0000;0.0765;0.0544;0.0536;0.0003;0.0244;0.4002;7.5223;5.9616;0.7607;0.5340
57.5;SEEDLE;1;0.0186;0.3798;0.4035;0.0777;0.0743;0.1556;0.0008;0.0001;0.0001;0.0000;0.0578;0.0411;0.0405;0.0004;0.0184;0.2047;7.1917;5.7123;0.9609;0.2533
57.5;SEEDLE;2;0.0287;0.6070;0.6120;0.0586;0.0601;0.0539;0.0011;0.0001;0.0001;0.0000;0.0898;0.0638;0.0629;0.0006;0.0286;0.0966;7.9355;5.1749;1.4136;0.1808
57.5;SEEDLE;3;0.0663;0.4499;0.5009;0.2111;0.2077;0.2044;0.0079;0.0008;0.0010;0.0000;0.2013;0.1431;0.1410;0.0005;0.0641;0.4693;7.9538;4.4050;1.4917;0.3745
58;SEEDLE;1;0.0274;0.2598;0.2983;0.1506;0.1716;0.1479;0.0029;0.0003;0.0004;0.0000;0.0979;0.0696;0.0686;0.0003;0.0312;0.5797;5.0138;4.2288;0.8251;0.5049
58;SEEDLE;2;0.0674;0.7284;0.7913;0.1461;0.1212;0.0495;0.0047;0.0005;0.0006;0.0000;0.2120;0.1506;0.1484;0.0008;0.0675;0.2005;5.5437;3.3316;1.8210;0.2556
58;SEEDLE;3;0.0758;0.4416;0.4553;0.2722;0.2796;0.0228;0.0120;0.0012;0.0015;0.0000;0.2432;0.1728;0.1703;0.0005;0.0774;0.6163;6.1810;4.0749;1.2789;0.5827
58;SEEDLE;4;0.0163;0.5155;0.5501;0.1008;0.1084;0.0353;0.0006;0.0001;0.0001;0.0000;0.0504;0.0358;0.0353;0.0006;0.0160;0.1954;6.7133;3.4379;1.2019;0.1416
58;SEEDLE;5;0.0182;0.2658;0.2693;0.1069;0.1031;0.0170;0.0011;0.0001;0.0001;0.0000;0.0571;0.0406;0.0400;0.0003;0.0182;0.4024;6.8541;2.6355;0.6449;0.5487
58;SEEDLE;6;0.0548;0.6288;0.6398;0.1380;0.1380;0.0072;0.0042;0.0004;0.0005;0.0000;0.1712;0.1216;0.1199;0.0006;0.0545;0.2195;7.3640;3.3214;1.5282;0.2950
