sample.id;depth;age;Pinus;Picea;Betula;Alnus;Juniperus;Salix;Ericaceae;Poaceae;Artemisia;Cyperaceae;Sphagnum
87;48;3141;54.6;12.2;30.8;0.8;0.6;0;0.8;0.2;0;0;1.380670611
88;48.5;3166;59.28143713;15.36926148;22.35528942;0.598802395;0.199600798;0;0.998003992;0.399201597;0;0.199600798;2.529182879
89;49;3193;54.18326693;14.14342629;29.08366534;0.796812749;0.398406375;0;0.398406375;0.597609562;0;0.398406375;3.461538462
90;49.5;3219;54.15019763;15.61264822;27.66798419;1.581027668;0.197628458;0;0;0.395256917;0;0;0.393700787
91;50;3250;55.35714286;13.69047619;26.19047619;0.992063492;0.396825397;0.198412698;1.587301587;0.595238095;0;0.396825397;2.325581395
92;50.5;3284;58.05168986;12.52485089;26.44135189;0.596421471;0.795228628;0.198807157;0.596421471;0;0;0.596421471;3.082851638
93;51;3320;49.30693069;15.64356436;30.4950495;1.584158416;0.594059406;0.396039604;0.792079208;1.188118812;0;0;1.174168297
94;51.5;3360;53.2;13.4;31.4;1.2;0.4;0;0.4;0;0;0;1.768172888
95;52;3394.5;57.88423154;13.37325349;27.34530938;0.598802395;0.199600798;0;0;0.199600798;0;0.199600798;1.571709234
96;52.5;3425;60.2;12.6;26;0.8;0.2;0;0;0.2;0;0;1.57480315
97;53;3457;60.38461538;11.92307692;23.84615385;0.961538462;0.576923077;0.192307692;0.769230769;0.384615385;0;0.576923077;1.701323251
98;53.5;3489;59.28143713;9.780439122;26.74650699;1.796407186;0.199600798;0;1.596806387;0.199600798;0.199600798;0.199600798;0.792079208
99;54;3521;64.07185629;9.98003992;23.55289421;0.798403194;0.399201597;0;0.598802395;0.399201597;0;0.199600798;0.595238095
100;54.5;3553;57.42574257;12.07920792;26.93069307;0.792079208;0;0;0.99009901;0;0.198019802;0.99009901;1.174168297
101;56;3647;57.36738703;8.447937132;29.66601179;1.178781925;0.589390963;0;0.589390963;0.392927308;0.785854617;0.982318271;1.356589147
102;56.5;3680;55.28942116;8.183632735;33.93213573;1.596806387;0;0;0;0.399201597;0.199600798;0.199600798;0.595238095
103;57;3712;54.29141717;10.17964072;33.13373253;0.598802395;0.199600798;0;0.998003992;0.199600798;0.199600798;0.199600798;0.792079208
104;57.5;3742.5;54.96031746;9.325396825;30.75396825;2.182539683;0.595238095;0;0.396825397;0.595238095;0;0.793650794;1.945525292
105;58;3774;60.11904762;9.126984127;27.38095238;1.587301587;0;0;0.396825397;0.396825397;0;0.793650794;0.787401575
